;Job_description;Label_true;Label_pred
61;job summari parola chiav digitalizzazion uno principali obiettivi ectm rivoluzionar chiav digital mondo edilizia andando trasformar settori meno digitalizzati cerchiamo quindi programmator proattivo entusiasta dinamico progettar sviluppar gestir innov architettur web articol microservizi e finita qui se curiosit passion sviluppo tecnologico digital caratterizzano qualit programmator potrai metterti prova ideazion creazion lancio soluzioni web innov dando vita vision inedita convenzional rete servizio edilizia settor ingegneristico lavorando agil supporterai squadra vari fasi lavoro raggiungendo team obiettivi lungo termin sarai part ectm condividerai ambizioni progressi sviluppando nuovi prodotti digitali cosa cerchiamo te ecco principali tecnologi utilizzerai requis fondamentali lavorar insiem senza mai smetter crear progettar divertirti angular laravel php microservizi mysql nice to have docker redux react creder propost scelt ricorda lavorerai solo ectm insiem ectm i progetti quali prenderai part frutto intuizioni capacit proporr trasmetter team lavoro ide opinioni soluzioni propension costruir vision strategica d insiem vari mansioni verranno assegn capacit comprender condivider squadra feedback responsabil senior vari figur quali confronterai richiesta presenza roma valuteremo possibilit remot work parzial pi avanti ora bisogno te qui team il team attualment composto programmatori coordinati lead develop ma lavorerai solo i progetti quali prenderai part infatti permetteranno interfacciarti quotidianament project manag ingegneri architetti creativi graphic design molti altri professionisti realt multidisciplinar consentir sviluppar nuov skill prezios abilit trasversali cosa offriamo azienda altament tecnologica quasi paperless contratto tempo indeterminato mensilit ccnl studi professionali pacchetto welfar aziendal volto fornir team servizi agevolazioni inizi migliorino sensibilment vita azienda buoni pasto giornalieri flessibilit oraria formazion continua organizzazion orizzontal trasversal ruoli competenz ufficio zona central ben collegato metropolitana autobu ral prevista base senior k k se quel letto fin qui incuriosito passion condivision lavoro squadra te valori fondamentali inviaci subito candidatura entrando far part team ectm conoscerai realt inclusiva sinergica volta interazion crescita innovazion;Web Developer;Web Developer
62;affermato gruppo industrial settor it ricerca qlikview develop inserir attivit progettazion analisi integrazion dati settor bank requis richiesti esperienza minima anno sviluppatric tore qlikview conoscenza concetti bi busi intellig capacit sviluppo report qlikview buon competenz progettazion analisi basi dati design grafici manutenzion infrastruttura qlikview buona conoscenza pl sql preferibilment databas oracl conoscenza approfondita excel rel formul macro vba;Web Developer;Web Developer
63;mansion il candidato interfacc consulenti gestional interno occup configurazion pc cellulari dovr gestir amministrar rete aziendal posta elettronica password antiviru supportando personal problematich quotidian;System Analyst;System Analyst
64;adecco specializzazion digit technolog ricerca prestigiosa azienda client helpdesk applicativo livello pacchetto prodotti sviluppati internament la risorsa dovr gestir segnalazioni utenti effettuar prima analisi intervenir casistich gi note secondo specifich date reparto sviluppo qualora anomalia nota risorsa dovr esser grado indicar implementar possibili soluzioni andranno comunqu concord responsabil area sviluppo si richied esperienza sviluppo applicazioni web base requis indispensabili conoscenza seguenti linguaggi programmazion asp classico asp net visual basic html javascript jqueri esperienza sviluppo applicazioni web base ambient net preferibilment linguaggio c ottima conoscenza databas relazionali linguaggio sql e gradita conoscenza seguenti applicativi teamsystem alyant crystal report soft skill propension problem solv ottim capacit relazionali fort attitudin lavoro team zona lavoro attivit svolgersi prevalentement presso sede aprilia offriamo prospettiva lavoro realt giovan dinamica inserimento team sviluppo analisi progetti alto contenuto innovativo crescita personal professional economica commisurata competenz acquisit contratto diretto azienda client retribuzion commisurata effettiva esperienza maturata i candidati ambosessi l invitati legger informativa privaci http www adecco it privaci polici informativa privaci dati candidati facsimil domanda disponibil seguent link facsimil domanda candidatura http bit ly bwpyn attenzion abbiamo rilevato presenza rete molti annunci falsi prendi vision consigli riconoscer tentativi truffa seguent link http www adecco it ph;Web Developer;Web Developer
65;sistemista middlewar inserir attivit progettuali;System Analyst;System Analyst
66;biemmepi sistemi ricerca sviluppator softwar la risorsa individuata verr inserita interno area ricerca sviluppo partecip attivament progettazion sviluppo prodotto requis richiesti esperienza minima anni sviluppator softwar capacit sviluppo softwar ambient window conoscenza ambient sviluppo visual studio conoscenza linguaggi c c c framework net abitudin utilizzo softwar version codic costituiscono caratteristich preferenziali sviluppo softwar campo robotica industrial sviluppo softwar campo cad cam conoscenza tecnich lavorazioni fresatura tramit macchinari cnc abilit capacit lavorar team capacit portar avanti autonomia progetti assegnati l inserimento avver contratto inquadramento commisurati esperienza ruolo contratto lavoro tempo pieno;Software Engineer;Software Engineer
67;et full remot la risorsa avr opportunit esser inserita team sviluppo softwar aziendal collaborando attivament creazion strumenti core busi riferimento principali attivit titolo esaustivo migliorar moduli softwar gi implementati rispettando contempo complianc dirett dipartimento it sviluppar nuov funzionalit inserit major releas base input busi owner funzioni aziendali collaborar resto team realizzazion efficient softwar partecipando proattivament metodologi organizz sviluppo si richied;Web Developer;Web Developer
68;siamo ricerca sviluppatori io almeno anno esperienza background tecnico laurea scientifica diploma informatico buon capacit relazionali autonomia;Software Engineer;Java Developer
69;aesi spa leader progettazion installazion sistemi visualizzazion mercato traffico trasporti industria enti pubblici ricerca softwar develop sar inserito interno reparto r d il candidato occup sviluppo progetti web base ambito cloud embed devic interagir resto team sviluppo fasi analisi validazion test stesura documentazion tecnica applicazioni svilupp;Software Engineer;Software Engineer
70;siamo ricerca sviluppator full stack senior junior competenz prevalentement ambito sviluppo back end esperienz realizzazion applicazioni web utilizzato principali tecnologi ambito front end la sede lavoro milano attivit prevista modalit full remot;Java Developer;Java Developer
71;programmator junior padova h n;Programmer;Programmer
72;job summari parola chiav digitalizzazion uno principali obiettivi ectm rivoluzionar chiav digital mondo edilizia andando trasformar settori meno digitalizzati cerchiamo quindi programmator proattivo entusiasta dinamico progettar sviluppar gestir innov architettur web articol microservizi e finita qui se curiosit passion sviluppo tecnologico digital caratterizzano qualit programmator potrai metterti prova ideazion creazion lancio soluzioni web innov dando vita vision inedita convenzional rete servizio edilizia settor ingegneristico lavorando agil supporterai squadra vari fasi lavoro raggiungendo team obiettivi lungo termin sarai part ectm condividerai ambizioni progressi sviluppando nuovi prodotti digitali cosa cerchiamo te ecco principali tecnologi utilizzerai requis fondamentali lavorar insiem senza mai smetter crear progettar divertirti angular laravel php microservizi mysql nice to have docker redux react creder propost scelt ricorda lavorerai solo ectm insiem ectm i progetti quali prenderai part frutto intuizioni capacit proporr trasmetter team lavoro ide opinioni soluzioni propension costruir vision strategica d insiem vari mansioni verranno assegn capacit comprender condivider squadra feedback responsabil senior vari figur quali confronterai richiesta presenza roma valuteremo possibilit remot work parzial pi avanti ora bisogno te qui team il team attualment composto programmatori coordinati lead develop ma lavorerai solo i progetti quali prenderai part infatti permetteranno interfacciarti quotidianament project manag ingegneri architetti creativi graphic design molti altri professionisti realt multidisciplinar consentir sviluppar nuov skill prezios abilit trasversali cosa offriamo azienda altament tecnologica quasi paperless contratto tempo indeterminato mensilit ccnl studi professionali pacchetto welfar aziendal volto fornir team servizi agevolazioni inizi migliorino sensibilment vita azienda buoni pasto giornalieri flessibilit oraria formazion continua organizzazion orizzontal trasversal ruoli competenz ufficio zona central ben collegato metropolitana autobu ral prevista base senior k k se quel letto fin qui incuriosito passion condivision lavoro squadra te valori fondamentali inviaci subito candidatura entrando far part team ectm conoscerai realt inclusiva sinergica volta interazion crescita innovazion;Web Developer;Web Developer
